Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
62.9,98,58,95,4,1,0
90.7,54,118,96,462,1,0
140.4,126,112,89,838,1,0
149.3,69,115,54,745,1,0
72.1,129,1,24,76,1,0
77.9,78,96,84,188,1,0
144.5,116,20,27,363,1,0
146.7,45,64,8,977,1,0
116.8,130,17,70,516,1,0
104.9,123,92,34,857,1,0
59.3,31,69,65,797,1,0
110.0,2,71,98,879,1,0
57.6,65,55,14,286,1,0
52.9,130,29,16,852,1,0
111.2,71,128,93,31,1,0
66.7,65,12,38,858,1,0
94.1,78,90,62,503,1,0
126.6,0,47,6,878,1,0
64.9,13,21,78,61,1,0
143.4,35,73,93,1,1,0
144.7,47,103,60,902,1,0
70.6,86,8,21,27,1,0
66.5,63,71,71,189,1,0
111.6,94,32,36,620,1,0
122.2,14,118,16,663,1,0
105.7,89,149,55,563,1,0
92.5,132,123,33,655,1,0
119.5,87,67,89,391,1,0
57.7,93,104,70,109,1,0
116.2,113,28,23,693,1,0
67.0,81,63,6,881,1,0
100.2,49,129,82,186,1,0
78.9,71,15,75,910,1,0
110.9,59,136,83,727,1,0
52.7,146,27,35,468,1,0
114.4,23,132,7,69,1,0
81.3,9,25,21,101,1,0
89.2,87,104,51,306,1,0
146.5,96,148,97,726,1,0
58.0,13,112,40,378,1,0
132.6,108,119,41,877,1,0
72.9,74,80,74,665,1,0
149.6,111,88,9,521,1,0
75.3,56,62,93,202,1,0
50.9,33,12,51,673,1,0
127.3,130,6,93,942,1,0
113.2,105,148,70,358,1,0
80.7,43,19,88,145,1,0
79.5,126,80,52,956,1,0
141.2,24,62,64,504,1,0
94.5,127,114,28,767,1,0
147.3,30,84,90,604,1,0
147.1,11,34,50,978,1,0
142.9,4,113,45,685,1,0
107.2,95,14,35,836,1,0
140.9,36,101,28,70,1,0
138.8,92,45,84,395,1,0
116.5,65,85,12,764,1,0
53.6,51,2,28,549,1,0
119.8,148,138,51,254,1,0
97.0,79,80,99,537,0,0
97.12,80,79,98,552,0,0
97.25,80,81,99,582,0,0
97.36,80,80,98,573,0,0
97.51,80,80,97,589,0,0
97.43,80,79,98,553,0,0
97.47,80,81,99,541,0,0
97.26,80,81,98,561,0,0
97.16,79,79,98,593,0,0
97.23,78,78,98,559,0,0
97.4,77,76,99,700,0,0
97.53,79,78,99,505,0,0
97.64,80,79,98,587,0,0
97.43,80,80,99,544,0,0
97.58,80,79,98,571,0,0
97.4,79,79,99,584,0,0
97.6,80,79,99,594,0,0
97.78,80,79,100,578,0,0
97.96,79,78,100,587,0,0
97.94,80,80,100,571,0,0
97.8,80,81,99,558,0,0
97.62,79,78,100,545,0,0
97.83,77,78,100,608,0,0
98.0,78,78,100,589,0,0
98.25,80,79,100,605,0,0
98.0,80,81,99,620,0,0
98.22,79,80,100,570,0,0
97.99,77,76,99,576,0,0
97.77,76,76,98,611,0,0
97.79,77,76,98,611,0,0
97.87,77,78,98,593,0,0
97.79,77,77,98,558,0,0
97.57,77,77,99,545,0,0
97.39,78,78,98,568,0,0
97.4,80,80,97,579,0,0
97.26,78,79,97,560,0,0
97.21,77,78,98,514,0,0
97.26,76,77,98,526,0,0
97.2,76,76,98,521,0,0
97.39,76,75,97,554,0,0
97.23,75,76,98,569,0,0
97.42,75,76,97,590,0,0
97.61,77,77,97,544,0,0
97.84,78,79,96,547,0,0
98.02,77,77,95,567,0,0
97.84,79,78,95,565,0,0
97.93,78,77,96,577,0,0
97.83,78,78,96,566,0,0
97.77,77,78,96,536,0,0
97.81,76,75,96,568,0,0
97.73,75,76,97,534,0,0
97.82,75,74,97,546,0,0
97.92,74,74,98,535,0,0
97.68,75,76,98,479,0,0
97.8,77,76,97,574,0,0
