Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
123.2,81,33,52,120,1,0
125.9,13,53,69,394,1,0
87.4,126,77,42,339,1,0
102.4,145,22,70,488,1,0
84.2,51,108,46,691,1,0
65.5,100,4,54,724,1,0
106.7,135,38,39,921,1,0
129.9,21,14,66,932,1,0
94.2,4,9,64,314,1,0
84.6,62,142,55,177,1,0
117.8,87,82,2,37,1,0
79.7,14,95,55,763,1,0
70.6,78,145,94,274,1,0
132.7,8,2,23,800,1,0
51.5,57,104,2,525,1,0
111.4,54,4,37,847,1,0
132.0,4,63,21,947,1,0
76.7,53,64,65,130,1,0
59.5,125,78,89,846,1,0
90.3,83,55,94,196,1,0
71.4,126,146,48,59,1,0
134.2,44,24,97,26,1,0
90.7,49,63,37,343,1,0
78.0,25,119,86,835,1,0
87.6,121,24,94,949,1,0
60.8,50,69,20,105,1,0
66.8,148,99,82,898,1,0
139.4,29,25,45,690,1,0
137.7,13,46,92,1,1,0
93.8,53,141,41,889,1,0
63.8,11,113,43,806,1,0
110.6,124,15,44,254,1,0
75.9,140,144,75,803,1,0
141.3,118,36,48,868,1,0
57.2,82,123,55,213,1,0
138.0,71,69,24,265,1,0
117.0,29,90,3,163,1,0
111.0,107,143,86,287,1,0
51.6,128,146,99,912,1,0
133.6,25,117,30,128,1,0
102.7,84,23,83,237,1,0
108.2,72,92,85,761,1,0
78.8,50,120,19,659,1,0
89.7,48,121,63,698,1,0
132.3,126,4,40,227,1,0
111.0,73,115,92,579,1,0
136.0,73,132,10,675,1,0
61.3,139,111,71,869,1,0
105.8,25,136,70,290,1,0
114.8,99,65,78,919,1,0
128.2,8,6,7,778,1,0
119.7,94,120,87,483,1,0
117.1,123,100,7,768,1,0
131.6,34,54,92,727,1,0
134.4,58,126,30,740,1,0
53.9,81,65,66,663,1,0
113.4,71,96,94,86,1,0
135.7,105,118,82,333,1,0
102.6,57,124,55,685,1,0
137.7,67,82,24,992,1,0
98.26,72,72,97,547,0,0
98.2,72,72,98,546,0,0
98.43,70,70,97,576,0,0
98.26,69,70,96,576,0,0
98.04,69,69,97,569,0,0
98.04,69,68,96,534,0,0
97.83,68,67,97,578,0,0
97.69,68,67,97,606,0,0
97.87,66,65,98,615,0,0
97.8,64,63,98,589,0,0
97.66,65,66,98,700,0,0
97.64,64,64,99,498,0,0
97.82,66,65,99,596,0,0
97.76,65,66,98,598,0,0
97.82,63,63,98,551,0,0
97.58,62,61,97,553,0,0
97.67,62,63,97,565,0,0
97.86,61,62,98,557,0,0
97.8,61,60,98,545,0,0
97.73,62,62,99,613,0,0
97.78,63,63,98,607,0,0
97.85,64,63,98,544,0,0
97.62,62,62,99,570,0,0
97.56,63,62,98,598,0,0
97.75,64,65,98,597,0,0
97.91,62,61,98,602,0,0
98.02,62,61,99,563,0,0
98.03,62,62,100,528,0,0
98.02,62,63,100,570,0,0
98.2,61,60,99,554,0,0
98.28,62,62,99,567,0,0
98.23,61,60,100,555,0,0
98.17,61,60,99,590,0,0
