Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
88.1,44,89,76,870,1,0
113.6,94,40,42,29,1,0
113.5,129,35,6,226,1,0
114.5,25,98,97,318,1,0
133.7,56,13,71,581,1,0
135.5,31,92,77,600,1,0
120.0,80,86,85,579,1,0
59.3,45,63,13,37,1,0
81.1,14,49,57,753,1,0
104.8,36,62,90,597,1,0
137.1,118,135,38,818,1,0
85.5,94,147,81,947,1,0
140.0,148,141,64,271,1,0
107.2,133,141,57,456,1,0
53.1,6,144,89,487,1,0
89.4,149,83,39,544,1,0
102.8,136,149,67,512,1,0
137.5,126,81,87,798,1,0
135.6,102,137,5,86,1,0
141.3,68,63,30,93,1,0
64.4,133,84,15,53,1,0
115.8,86,148,71,544,1,0
139.5,54,102,48,91,1,0
92.0,80,89,15,449,1,0
149.9,74,83,83,783,1,0
139.7,15,20,9,156,1,0
117.5,138,139,96,270,1,0
140.0,105,67,21,125,1,0
135.9,10,136,62,786,1,0
61.3,22,102,33,690,1,0
67.3,60,104,48,226,1,0
51.8,93,132,67,378,1,0
53.3,32,120,26,948,1,0
109.4,49,52,5,853,1,0
131.1,115,2,14,723,1,0
60.4,53,78,14,610,1,0
108.8,27,76,15,600,1,0
124.1,79,34,31,440,1,0
144.6,74,4,62,83,1,0
68.1,63,14,92,685,1,0
131.0,119,5,7,317,1,0
50.5,49,145,54,197,1,0
64.4,41,144,25,390,1,0
135.2,49,12,65,172,1,0
62.6,130,126,57,982,1,0
99.5,47,123,28,25,1,0
76.8,54,125,83,96,1,0
103.7,24,102,55,981,1,0
94.4,139,76,60,929,1,0
147.4,10,75,84,113,1,0
72.9,138,124,53,897,1,0
97.2,125,73,13,843,1,0
136.8,70,110,43,423,1,0
137.1,141,132,89,358,1,0
120.9,67,69,21,556,1,0
110.2,7,141,6,245,1,0
139.1,3,132,64,847,1,0
133.8,14,29,78,964,1,0
75.8,64,89,95,976,1,0
111.5,43,49,4,90,1,0
98.73,79,79,98,524,0,0
98.79,78,78,98,567,0,0
98.85,79,79,98,586,0,0
98.63,80,79,98,567,0,0
98.86,78,77,99,619,0,0
98.98,77,77,99,552,0,0
99.0,77,77,98,539,0,0
99.0,76,76,98,560,0,0
99.0,76,77,97,573,0,0
99.0,74,74,97,594,0,0
99.0,76,76,96,700,0,0
99.0,78,77,97,528,0,0
99.0,79,78,97,608,0,0
99.0,79,79,96,585,0,0
99.0,78,78,95,559,0,0
99.0,79,79,95,584,0,0
98.99,79,78,95,561,0,0
99.0,80,81,95,587,0,0
99.0,78,79,95,558,0,0
99.0,77,77,95,608,0,0
98.93,79,80,95,627,0,0
99.0,80,79,96,605,0,0
99.0,79,80,95,596,0,0
