Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
56.5,14,2,44,653,1,0
139.6,74,93,92,439,1,0
70.0,141,127,68,216,1,0
75.2,92,71,92,40,1,0
74.1,143,121,73,942,1,0
103.3,74,25,23,235,1,0
148.7,133,132,56,110,1,0
69.8,0,25,81,875,1,0
109.7,138,147,6,341,1,0
66.9,41,3,90,342,1,0
125.9,1,4,91,471,1,0
72.2,148,86,57,624,1,0
70.9,4,139,28,452,1,0
83.5,94,41,16,706,1,0
140.0,57,82,2,876,1,0
145.0,28,80,76,693,1,0
130.7,120,140,34,295,1,0
52.8,49,36,52,881,1,0
97.2,149,1,70,915,1,0
63.0,4,118,94,995,1,0
149.6,45,123,75,453,1,0
65.9,115,94,91,942,1,0
64.4,132,0,86,148,1,0
53.2,37,82,83,859,1,0
108.5,73,135,23,898,1,0
62.2,110,65,25,205,1,0
134.8,35,127,75,263,1,0
149.6,90,134,30,987,1,0
52.8,18,14,96,346,1,0
84.5,53,16,4,703,1,0
137.1,86,106,90,600,1,0
113.7,113,15,28,360,1,0
86.8,124,27,17,578,1,0
107.4,94,56,43,826,1,0
121.7,39,141,36,163,1,0
69.3,2,2,79,420,1,0
113.4,105,57,33,480,1,0
95.8,15,42,12,304,1,0
58.6,93,143,50,30,1,0
79.5,1,49,51,391,1,0
114.2,33,119,54,949,1,0
111.8,75,102,8,738,1,0
141.3,97,67,65,81,1,0
146.7,47,122,71,728,1,0
82.6,45,100,52,408,1,0
146.1,146,24,74,831,1,0
104.0,108,39,85,119,1,0
141.3,11,127,43,232,1,0
131.9,20,72,64,532,1,0
132.2,100,86,72,993,1,0
121.0,36,146,8,186,1,0
72.8,64,67,66,977,1,0
51.8,78,11,97,599,1,0
74.0,36,130,21,100,1,0
50.5,79,24,28,194,1,0
78.6,51,45,60,581,1,0
111.9,62,144,52,968,1,0
139.5,11,65,64,913,1,0
128.5,77,28,7,584,1,0
134.2,79,146,28,388,1,0
98.03,64,65,99,569,0,0
98.02,62,61,98,546,0,0
98.13,61,60,98,540,0,0
97.95,63,62,98,570,0,0
97.93,63,63,98,591,0,0
98.1,61,60,99,581,0,0
98.17,60,61,99,536,0,0
98.4,60,61,99,566,0,0
98.41,61,60,98,567,0,0
98.27,60,59,99,539,0,0
98.2,60,61,99,700,0,0
98.28,61,61,98,533,0,0
98.23,61,61,98,554,0,0
98.18,62,61,97,553,0,0
98.36,63,62,97,561,0,0
98.33,63,63,96,580,0,0
98.37,64,63,96,570,0,0
98.33,63,62,95,610,0,0
98.55,62,61,95,641,0,0
98.49,61,60,96,570,0,0
98.57,61,62,96,544,0,0
98.65,61,61,96,592,0,0
98.86,61,62,96,598,0,0
98.74,62,62,96,623,0,0
98.57,60,61,96,540,0,0
98.6,60,59,96,579,0,0
98.77,61,60,95,584,0,0
98.69,62,62,95,581,0,0
98.59,63,63,95,586,0,0
98.71,65,64,95,553,0,0
98.75,67,67,95,538,0,0
98.51,68,69,95,546,0,0
98.74,67,66,95,577,0,0
98.56,68,67,96,589,0,0
98.66,67,66,96,568,0,0
98.9,66,66,96,554,0,0
98.96,66,67,97,547,0,0
98.85,67,67,97,540,0,0
98.84,66,67,97,558,0,0
98.98,67,68,97,553,0,0
99.0,66,66,97,513,0,0
98.97,65,64,97,573,0,0
99.0,64,64,97,527,0,0
99.0,62,61,97,559,0,0
98.92,64,65,97,544,0,0
98.99,65,65,96,539,0,0
98.9,67,66,96,564,0,0
98.97,65,65,96,549,0,0
99.0,67,67,96,523,0,0
99.0,69,69,97,700,0,0
98.91,69,69,98,462,0,0
99.0,68,68,98,528,0,0
98.86,67,66,98,493,0,0
99.0,68,67,97,544,0,0
99.0,68,67,96,505,0,0
98.84,67,66,96,548,0,0
99.0,67,68,96,532,0,0
99.0,69,69,97,579,0,0
99.0,70,71,96,558,0,0
98.86,69,69,96,529,0,0
98.75,68,69,96,541,0,0
98.77,69,68,97,565,0,0
98.73,68,67,97,511,0,0
98.49,69,68,96,571,0,0
98.62,68,68,95,568,0,0
98.8,69,69,95,522,0,0
98.74,67,66,95,576,0,0
98.71,69,68,95,539,0,0
98.67,67,68,95,524,0,0
98.76,67,68,95,534,0,0
99.0,65,64,95,526,0,0
99.0,65,64,95,549,0,0
98.92,65,64,95,521,0,0
98.84,66,65,95,525,0,0
98.72,65,66,95,521,0,0
98.96,67,68,95,529,0,0
98.95,69,69,95,518,0,0
98.87,67,66,95,501,0,0
98.95,67,67,95,520,0,0
98.91,67,67,95,508,0,0
99.0,67,68,95,464,0,0
99.0,68,69,95,483,0,0
99.0,69,68,95,511,0,0
99.0,71,71,95,510,0,0
98.95,73,72,95,512,0,0
99.0,74,75,95,519,0,0
99.0,75,74,95,499,0,0
98.88,74,75,95,524,0,0
98.73,75,74,95,487,0,0
98.58,74,75,95,700,0,0
98.57,73,74,95,446,0,0
98.38,72,71,95,499,0,0
98.21,71,71,95,480,0,0
98.21,73,74,95,487,0,0
98.02,74,75,95,550,0,0
97.97,74,73,95,537,0,0
98.11,74,75,95,524,0,0
98.34,74,75,95,547,0,0
98.25,76,77,95,516,0,0
98.13,76,77,95,562,0,0
97.89,77,77,95,582,0,0
97.89,79,80,95,520,0,0
98.1,79,80,95,548,0,0
98.02,79,80,95,589,0,0
97.99,80,80,96,556,0,0
98.12,79,79,95,537,0,0
98.29,79,79,96,602,0,0
98.26,80,81,95,567,0,0
98.23,80,80,95,575,0,0
98.0,80,81,96,612,0,0
97.77,79,80,95,565,0,0
97.7,79,79,96,606,0,0
97.72,79,79,95,561,0,0
97.69,80,79,96,587,0,0
97.82,80,80,96,579,0,0
97.94,80,81,95,625,0,0
98.12,79,78,96,585,0,0
98.04,78,79,96,607,0,0
97.95,79,79,97,603,0,0
97.9,80,81,96,589,0,0
97.95,80,79,95,552,0,0
98.16,79,78,95,594,0,0
98.05,80,81,96,576,0,0
97.85,80,81,97,576,0,0
97.99,80,81,97,606,0,0
98.13,80,80,97,700,0,0
98.13,78,79,96,504,0,0
98.0,79,79,96,557,0,0
97.79,78,78,97,578,0,0
97.87,78,79,96,595,0,0
97.68,78,78,97,555,0,0
97.58,79,78,97,590,0,0
97.69,79,80,97,555,0,0
97.49,79,80,98,544,0,0
97.35,80,80,98,567,0,0
97.37,80,80,98,538,0,0
97.58,80,80,98,552,0,0
97.41,79,79,98,586,0,0
97.62,79,80,97,575,0,0
97.62,79,78,98,536,0,0
97.53,80,80,99,563,0,0
97.68,80,80,99,576,0,0
97.59,79,79,99,542,0,0
97.44,80,80,100,516,0,0
97.66,80,81,100,536,0,0
97.65,78,77,100,573,0,0
97.49,80,81,99,561,0,0
97.72,80,80,99,538,0,0
97.66,79,79,100,538,0,0
97.69,79,80,100,517,0,0
97.75,78,77,100,528,0,0
97.66,77,77,100,535,0,0
97.66,77,76,99,545,0,0
97.49,78,78,100,530,0,0
97.53,78,79,99,537,0,0
97.62,78,78,99,577,0,0
97.38,78,78,99,553,0,0
97.46,76,76,100,541,0,0
97.48,78,78,99,533,0,0
97.4,78,77,99,512,0,0
97.49,78,78,98,560,0,0
97.53,78,78,98,576,0,0
97.32,79,79,97,560,0,0
97.13,80,81,98,511,0,0
97.29,79,79,99,542,0,0
97.31,78,78,98,546,0,0
97.46,77,76,98,578,0,0
97.51,79,78,98,700,0,0
97.4,80,81,98,446,0,0
97.15,80,80,98,513,0,0
97.16,79,80,98,494,0,0
97.18,79,80,98,509,0,0
97.03,80,79,98,541,0,0
97.16,80,81,99,539,0,0
97.22,78,79,99,484,0,0
97.28,79,79,99,500,0,0
97.34,77,78,100,524,0,0
97.32,78,79,99,514,0,0
97.4,77,77,99,527,0,0
97.33,77,78,99,526,0,0
132.5,21,32,26,739,1,0
106.9,43,97,9,203,1,0
54.5,6,96,37,539,1,0
73.5,125,22,58,104,1,0
133.2,92,116,11,90,1,0
103.3,71,136,28,24,1,0
131.3,14,54,4,628,1,0
132.4,48,90,14,446,1,0
66.1,142,126,15,759,1,0
82.9,27,46,54,935,1,0
113.3,132,102,64,15,1,0
62.9,136,52,38,564,1,0
97.7,84,58,54,313,1,0
53.7,89,82,94,475,1,0
80.5,71,122,34,895,1,0
148.2,128,40,66,671,1,0
75.1,15,109,86,936,1,0
85.3,90,131,97,32,1,0
99.2,103,132,95,499,1,0
103.1,22,7,88,45,1,0
139.8,68,57,72,518,1,0
94.3,146,148,94,147,1,0
69.7,41,43,24,606,1,0
126.1,76,44,8,233,1,0
144.4,79,15,48,449,1,0
102.1,121,128,72,343,1,0
127.6,48,93,21,39,1,0
116.2,101,114,52,686,1,0
61.3,41,124,25,454,1,0
148.5,90,59,22,449,1,0
58.3,71,37,98,488,1,0
77.7,49,137,83,427,1,0
126.7,16,43,45,329,1,0
84.9,4,74,47,187,1,0
135.3,31,147,90,154,1,0
98.9,61,103,43,483,1,0
144.1,72,134,89,504,1,0
66.6,95,146,15,564,1,0
80.6,11,131,16,907,1,0
111.8,89,103,67,600,1,0
139.9,124,7,39,535,1,0
122.4,89,69,72,603,1,0
141.3,110,77,90,720,1,0
99.1,122,88,49,647,1,0
98.4,123,39,83,691,1,0
69.2,121,59,65,24,1,0
135.5,7,36,95,328,1,0
91.0,60,64,70,970,1,0
81.3,82,149,57,743,1,0
90.3,95,29,99,212,1,0
143.1,73,79,14,132,1,0
88.2,70,100,9,147,1,0
128.2,103,110,38,782,1,0
