Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
74.0,76,82,43,898,1,1
114.3,0,1,80,403,1,1
60.3,107,108,21,940,1,1
94.8,135,90,74,220,1,1
96.4,132,39,73,71,1,1
124.0,37,126,35,581,1,1
119.5,80,83,14,384,1,1
145.1,64,91,51,788,1,1
60.2,88,81,98,14,1,1
94.5,132,92,10,15,1,1
71.1,89,27,30,772,1,1
113.8,117,104,2,18,1,1
76.6,19,140,71,42,1,1
72.4,94,79,40,208,1,1
139.3,46,10,43,723,1,1
90.2,63,107,18,491,1,1
89.0,113,94,92,353,1,1
90.9,135,54,98,993,1,1
58.1,143,141,91,754,1,1
60.5,103,122,66,492,1,1
72.6,106,101,53,839,1,1
120.5,1,94,44,90,1,1
141.1,31,98,48,724,1,1
95.0,34,20,76,118,1,1
64.4,29,2,86,755,1,1
98.1,147,67,12,858,1,1
124.6,93,139,89,846,1,1
106.4,113,58,25,951,1,1
138.5,101,69,40,160,1,1
106.4,15,22,56,562,1,1
100.9,63,86,92,509,1,1
137.9,94,74,61,419,1,1
132.9,102,13,88,575,1,1
147.8,140,95,11,147,1,1
95.0,12,46,64,104,1,1
125.0,131,63,39,147,1,1
104.1,103,42,9,348,1,1
109.6,91,77,96,582,1,1
103.4,15,147,32,998,1,1
122.8,78,144,56,978,1,1
67.6,92,12,15,268,1,1
122.1,93,84,22,82,1,1
134.8,48,137,55,524,1,1
87.9,140,133,55,78,1,1
127.3,45,54,55,522,1,1
76.6,119,130,44,543,1,1
53.6,40,51,90,34,1,1
62.5,63,141,89,68,1,1
90.8,12,107,55,524,1,1
73.1,6,58,47,400,1,1
54.5,12,84,81,599,1,1
146.5,30,107,41,344,1,1
88.0,60,63,40,826,1,1
96.1,6,56,10,275,1,1
77.0,59,22,96,589,1,1
77.7,143,43,29,258,1,1
87.8,78,125,50,711,1,1
113.4,45,109,17,457,1,1
57.1,50,45,31,45,1,1
61.8,137,57,71,630,1,1
99.42,80,80,95,534,0,1
99.46,81,80,95,574,0,1
99.62,80,80,95,592,0,1
99.43,80,81,95,557,0,1
99.63,80,79,95,554,0,1
99.5,81,82,95,556,0,1
99.61,80,79,95,554,0,1
99.8,80,80,96,561,0,1
99.79,80,80,97,579,0,1
99.77,80,81,96,602,0,1
99.56,80,80,97,700,0,1
99.72,80,80,96,522,0,1
99.68,80,81,97,581,0,1
99.92,81,80,97,566,0,1
99.9,82,81,96,596,0,1
99.66,82,82,96,605,0,1
99.56,80,80,96,589,0,1
99.62,80,79,96,586,0,1
99.84,81,81,95,573,0,1
99.8,80,79,95,595,0,1
99.63,80,81,95,584,0,1
99.75,80,79,95,571,0,1
99.55,80,80,96,589,0,1
99.47,80,80,96,590,0,1
99.32,81,81,95,594,0,1
99.54,81,82,96,570,0,1
99.76,80,81,96,568,0,1
99.9,80,79,95,584,0,1
99.88,80,80,95,572,0,1
99.73,80,79,95,567,0,1
99.64,81,81,95,600,0,1
99.81,83,83,95,558,0,1
99.63,83,84,95,594,0,1
99.82,83,84,95,548,0,1
99.97,84,83,95,598,0,1
99.75,83,84,96,559,0,1
99.66,83,83,97,576,0,1
99.6,83,82,97,559,0,1
99.64,83,82,97,531,0,1
99.84,84,85,98,555,0,1
99.83,84,83,98,534,0,1
100.04,84,85,98,536,0,1
100.28,84,83,99,569,0,1
100.39,83,82,98,589,0,1
100.58,82,83,97,584,0,1
100.35,83,82,98,601,0,1
100.25,85,86,98,529,0,1
100.32,83,83,98,564,0,1
100.33,83,82,99,579,0,1
100.11,82,83,99,557,0,1
100.08,82,82,100,544,0,1
100.31,80,79,100,577,0,1
100.14,81,80,100,574,0,1
100.36,82,83,100,560,0,1
100.25,84,83,99,567,0,1
100.38,83,83,99,700,0,1
100.6,84,84,99,464,0,1
100.48,84,83,98,549,0,1
100.61,84,84,98,509,0,1
100.41,82,82,98,540,0,1
100.23,81,82,98,523,0,1
100.33,80,79,99,531,0,1
100.52,80,81,99,572,0,1
100.5,81,81,99,560,0,1
100.52,83,83,99,538,0,1
100.57,81,80,99,527,0,1
100.4,80,81,100,570,0,1
100.21,81,81,100,549,0,1
100.03,81,82,99,575,0,1
99.9,81,80,99,544,0,1
99.89,82,81,99,564,0,1
100.1,80,79,99,529,0,1
100.25,80,80,99,521,0,1
100.06,81,80,100,494,0,1
100.25,80,81,100,525,0,1
100.15,82,83,100,459,0,1
100.21,83,82,99,469,0,1
100.33,82,82,98,491,0,1
100.26,82,82,98,558,0,1
100.33,80,80,97,479,0,1
100.58,81,80,97,499,0,1
100.77,83,83,98,501,0,1
100.6,84,84,98,538,0,1
100.36,86,87,98,534,0,1
100.12,88,89,98,502,0,1
99.93,89,88,97,507,0,1
100.08,88,87,97,500,0,1
100.22,89,90,97,509,0,1
100.41,88,89,98,540,0,1
100.66,90,89,99,505,0,1
100.57,88,88,98,554,0,1
100.33,89,89,99,513,0,1
100.57,87,87,99,538,0,1
100.6,85,84,99,488,0,1
100.71,85,86,98,558,0,1
100.85,86,86,99,700,0,1
100.78,88,87,100,469,0,1
100.98,89,88,100,482,0,1
101.0,90,90,100,531,0,1
101.0,91,90,100,527,0,1
101.0,91,90,100,554,0,1
100.75,92,93,100,520,0,1
100.51,91,90,100,582,0,1
100.69,90,89,99,565,0,1
100.87,91,90,99,609,0,1
100.72,92,93,100,559,0,1
100.67,93,92,99,602,0,1
100.84,93,94,99,556,0,1
100.86,94,93,100,555,0,1
101.0,92,93,100,586,0,1
101.0,91,92,99,588,0,1
101.0,89,90,98,613,0,1
100.81,87,87,98,578,0,1
100.62,87,87,99,565,0,1
100.61,85,86,99,605,0,1
100.6,87,87,100,577,0,1
100.43,87,88,99,613,0,1
100.22,87,88,99,586,0,1
100.14,86,86,100,587,0,1
100.05,86,87,100,542,0,1
100.25,84,85,100,630,0,1
100.3,84,84,100,603,0,1
100.43,86,85,100,591,0,1
100.21,85,85,100,618,0,1
99.99,86,85,99,560,0,1
99.77,88,88,98,568,0,1
99.55,89,88,97,563,0,1
99.61,88,87,96,625,0,1
99.66,90,89,96,553,0,1
99.85,92,92,96,581,0,1
99.87,91,92,96,538,0,1
99.98,90,89,97,596,0,1
99.8,91,90,97,700,0,1
99.98,92,91,96,478,0,1
99.95,90,90,96,554,0,1
100.13,91,90,97,524,0,1
100.27,89,88,96,524,0,1
100.42,90,91,97,562,0,1
100.28,91,91,96,550,0,1
100.41,92,92,97,567,0,1
100.2,93,93,97,562,0,1
100.35,93,94,98,563,0,1
100.15,93,94,97,566,0,1
100.17,94,93,97,540,0,1
100.11,94,93,97,554,0,1
100.11,93,94,97,577,0,1
99.93,94,93,96,539,0,1
100.03,94,94,96,545,0,1
99.93,96,95,96,514,0,1
99.73,94,94,95,522,0,1
99.51,94,93,96,509,0,1
99.35,94,95,96,520,0,1
99.59,93,93,96,517,0,1
99.57,93,92,96,576,0,1
99.8,94,95,97,550,0,1
99.62,92,91,98,561,0,1
99.54,91,91,98,564,0,1
99.29,91,91,98,514,0,1
99.19,89,88,98,535,0,1
99.32,87,88,98,549,0,1
99.23,85,86,98,537,0,1
99.22,85,86,98,575,0,1
99.02,84,85,99,567,0,1
99.18,84,85,100,524,0,1
99.28,83,84,99,506,0,1
99.21,82,83,99,487,0,1
99.35,81,80,100,563,0,1
99.35,81,82,99,532,0,1
99.24,82,81,98,567,0,1
99.47,81,82,98,527,0,1
99.4,83,84,98,517,0,1
99.43,83,82,99,498,0,1
99.47,82,81,100,553,0,1
99.56,82,83,100,523,0,1
99.76,81,80,100,515,0,1
99.75,80,80,100,507,0,1
99.99,80,81,100,513,0,1
99.85,80,79,100,660,0,1
100.04,80,80,100,423,0,1
100.04,80,80,100,522,0,1
60.8,47,100,61,778,1,1
83.6,56,110,33,647,1,1
79.4,74,27,31,807,1,1
103.7,58,141,99,254,1,1
