Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
70.4,45,14,50,286,1,0
103.6,147,65,89,51,1,0
60.4,65,33,93,558,1,0
89.3,84,64,51,683,1,0
80.7,44,142,32,22,1,0
84.3,8,34,72,45,1,0
60.5,82,76,11,628,1,0
130.3,69,120,46,265,1,0
63.6,20,25,0,322,1,0
118.9,70,149,44,967,1,0
101.5,19,29,70,249,1,0
90.4,48,84,61,738,1,0
135.2,24,24,20,411,1,0
146.3,140,23,51,169,1,0
123.9,3,28,48,781,1,0
57.9,64,92,39,49,1,0
132.4,36,54,72,580,1,0
58.6,144,18,72,552,1,0
128.1,125,74,31,115,1,0
62.9,12,121,43,709,1,0
129.8,110,68,93,438,1,0
116.1,56,55,9,721,1,0
107.5,85,21,16,330,1,0
98.1,15,5,95,796,1,0
130.2,9,19,84,591,1,0
88.8,69,43,18,364,1,0
104.1,77,118,30,153,1,0
114.6,93,94,66,861,1,0
105.8,41,124,51,834,1,0
115.9,17,33,56,774,1,0
136.2,121,118,80,841,1,0
55.5,77,142,78,701,1,0
77.2,99,26,98,53,1,0
75.0,74,19,29,233,1,0
123.7,34,118,71,461,1,0
135.3,135,32,12,60,1,0
72.1,26,126,52,517,1,0
84.6,28,97,1,256,1,0
112.1,117,65,53,350,1,0
54.2,65,102,25,522,1,0
92.6,64,117,3,582,1,0
149.8,68,130,11,826,1,0
107.4,54,137,36,187,1,0
97.7,61,55,58,248,1,0
88.3,44,25,60,299,1,0
63.6,81,17,10,663,1,0
55.6,85,120,34,345,1,0
67.4,77,63,60,774,1,0
60.9,9,103,20,791,1,0
143.0,138,91,6,749,1,0
117.1,61,4,45,927,1,0
106.8,125,5,52,926,1,0
83.2,88,74,98,496,1,0
91.1,41,35,71,86,1,0
69.8,80,70,0,183,1,0
60.4,40,78,81,370,1,0
123.0,28,14,97,650,1,0
143.9,146,15,55,227,1,0
51.4,104,110,47,98,1,0
92.4,100,142,53,406,1,0
97.18,74,74,96,542,0,0
97.0,75,76,96,560,0,0
97.04,73,72,95,561,0,0
97.2,71,72,96,576,0,0
97.26,72,72,95,562,0,0
97.36,73,73,96,628,0,0
97.59,72,71,96,570,0,0
97.55,73,73,96,578,0,0
97.32,74,73,95,598,0,0
97.29,75,74,95,602,0,0
97.48,77,76,95,700,0,0
97.49,78,77,95,526,0,0
97.58,77,77,95,545,0,0
97.77,77,78,95,578,0,0
97.73,76,76,95,548,0,0
97.85,77,78,95,522,0,0
97.96,76,75,96,552,0,0
97.87,77,76,96,541,0,0
98.0,75,76,95,570,0,0
98.11,75,74,96,590,0,0
98.35,75,74,95,549,0,0
98.17,77,76,95,593,0,0
98.14,78,77,95,598,0,0
98.26,79,78,95,570,0,0
98.44,80,81,95,555,0,0
98.38,79,78,95,582,0,0
98.35,80,80,95,555,0,0
98.28,78,78,95,594,0,0
98.06,78,77,95,582,0,0
98.07,78,79,95,612,0,0
98.28,80,81,95,610,0,0
98.39,80,80,95,572,0,0
98.49,79,79,95,567,0,0
98.59,80,81,95,550,0,0
98.59,80,80,95,573,0,0
98.56,78,79,96,562,0,0
98.33,76,75,95,539,0,0
98.2,75,76,95,577,0,0
98.27,73,74,95,523,0,0
98.31,75,74,95,559,0,0
98.31,77,77,95,534,0,0
98.39,77,77,95,559,0,0
98.26,79,80,95,544,0,0
98.26,78,78,96,542,0,0
98.13,77,78,95,560,0,0
98.12,75,74,95,548,0,0
98.11,75,76,96,581,0,0
98.26,74,74,96,531,0,0
98.07,74,74,96,573,0,0
97.82,75,74,97,569,0,0
97.59,73,72,97,508,0,0
97.77,75,76,98,533,0,0
97.53,75,75,99,563,0,0
97.49,75,76,100,700,0,0
97.52,75,76,99,521,0,0
97.54,75,74,99,493,0,0
97.39,75,75,99,517,0,0
97.23,74,75,99,532,0,0
97.11,76,77,99,526,0,0
97.12,77,77,99,542,0,0
97.18,79,79,99,557,0,0
97.15,77,76,99,560,0,0
97.0,76,75,99,547,0,0
97.0,77,77,99,550,0,0
97.0,79,80,99,535,0,0
97.0,78,79,100,532,0,0
97.0,78,79,99,575,0,0
97.0,80,80,99,555,0,0
97.13,79,79,99,562,0,0
97.0,80,79,98,519,0,0
97.15,80,79,98,482,0,0
97.32,79,79,98,617,0,0
97.35,80,79,99,512,0,0
97.1,78,79,99,543,0,0
97.0,79,80,99,518,0,0
97.0,80,81,99,550,0,0
97.0,80,81,100,505,0,0
97.0,79,80,99,491,0,0
97.0,80,80,99,540,0,0
97.0,80,80,100,553,0,0
97.08,80,79,99,508,0,0
97.0,80,79,99,465,0,0
97.13,78,79,99,504,0,0
97.0,78,78,98,517,0,0
97.0,77,77,99,500,0,0
97.0,75,75,100,536,0,0
97.19,77,77,99,501,0,0
97.3,78,78,98,493,0,0
97.49,79,80,98,480,0,0
97.28,80,79,99,700,0,0
97.43,79,80,99,453,0,0
97.46,77,77,98,522,0,0
97.59,77,76,98,528,0,0
97.43,78,77,97,546,0,0
97.24,78,78,97,522,0,0
97.42,78,78,97,517,0,0
97.58,78,77,96,519,0,0
97.4,80,79,97,563,0,0
97.4,80,79,97,532,0,0
97.49,78,78,98,557,0,0
97.61,78,77,98,550,0,0
97.44,79,80,98,598,0,0
97.58,80,80,98,534,0,0
97.44,78,79,98,562,0,0
97.64,79,80,99,600,0,0
97.74,79,80,98,567,0,0
97.61,78,78,98,587,0,0
97.74,77,77,97,579,0,0
97.86,76,75,97,552,0,0
98.07,76,75,98,601,0,0
97.87,77,76,98,589,0,0
97.7,78,79,99,575,0,0
97.47,78,77,98,575,0,0
97.55,80,80,98,617,0,0
97.8,78,77,98,568,0,0
97.74,79,80,98,550,0,0
97.66,79,79,99,561,0,0
97.72,79,80,100,616,0,0
97.7,79,80,100,617,0,0
97.79,78,78,100,572,0,0
97.79,77,78,100,600,0,0
97.71,78,79,99,572,0,0
97.83,79,80,99,557,0,0
97.82,80,79,99,593,0,0
97.99,80,79,98,584,0,0
98.2,80,79,99,615,0,0
98.12,78,79,99,546,0,0
97.91,77,78,99,586,0,0
97.82,79,78,98,537,0,0
97.94,77,78,98,608,0,0
97.72,77,78,98,521,0,0
97.75,77,77,99,583,0,0
97.75,77,76,98,700,0,0
97.71,77,77,98,512,0,0
97.96,78,79,97,539,0,0
97.96,78,79,96,553,0,0
98.17,78,78,97,538,0,0
98.15,79,78,98,535,0,0
97.97,78,77,97,526,0,0
97.74,80,81,97,523,0,0
97.89,80,80,96,555,0,0
97.94,79,80,96,541,0,0
98.06,78,78,95,578,0,0
97.92,80,81,96,582,0,0
98.0,80,79,95,575,0,0
97.79,78,79,96,551,0,0
97.61,78,77,97,498,0,0
97.52,78,78,98,569,0,0
97.33,79,79,98,544,0,0
97.42,79,78,98,537,0,0
97.48,78,78,98,548,0,0
97.26,78,78,98,501,0,0
97.35,79,79,98,598,0,0
97.35,80,81,98,578,0,0
97.35,80,79,98,531,0,0
97.36,80,80,99,521,0,0
97.45,79,78,99,540,0,0
97.27,77,77,100,516,0,0
97.13,79,79,99,563,0,0
97.0,78,78,100,562,0,0
97.0,77,77,99,533,0,0
97.22,79,78,99,565,0,0
97.05,80,81,99,562,0,0
97.2,79,79,100,550,0,0
97.01,80,79,99,556,0,0
97.0,80,80,98,533,0,0
97.09,78,77,97,532,0,0
97.04,78,77,97,532,0,0
97.0,78,77,96,563,0,0
97.0,76,77,96,519,0,0
97.17,77,78,96,688,0,0
97.0,75,75,95,504,0,0
97.0,75,74,95,527,0,0
97.0,75,76,95,531,0,0
97.0,74,73,95,511,0,0
97.0,74,75,95,554,0,0
97.0,75,76,95,545,0,0
97.13,74,75,95,569,0,0
97.37,75,76,95,522,0,0
97.45,75,74,95,518,0,0
105.1,74,143,15,968,1,0
63.5,1,146,99,865,1,0
80.0,4,63,16,279,1,0
120.4,36,33,53,529,1,0
55.2,87,55,57,804,1,0
72.5,14,61,17,384,1,0
148.8,55,141,38,12,1,0
65.4,111,98,54,840,1,0
92.2,58,12,34,30,1,0
122.9,121,77,58,313,1,0
143.5,91,124,0,120,1,0
129.2,62,8,5,176,1,0
85.6,29,67,2,184,1,0
87.5,31,75,73,521,1,0
97.0,64,10,58,338,1,0
56.8,72,33,73,437,1,0
80.6,8,80,11,849,1,0
140.1,100,68,28,341,1,0
139.1,69,43,88,266,1,0
57.3,38,6,7,649,1,0
78.2,79,131,86,756,1,0
102.2,37,143,27,841,1,0
107.0,147,104,54,822,1,0
51.7,24,62,26,20,1,0
134.0,68,65,66,964,1,0
72.3,51,110,86,488,1,0
79.8,70,104,31,844,1,0
52.2,121,32,50,268,1,0
68.4,108,84,71,92,1,0
69.0,52,136,77,275,1,0
136.8,123,42,44,592,1,0
112.4,113,113,39,568,1,0
83.3,75,74,49,917,1,0
94.1,45,2,17,825,1,0
121.5,37,141,72,416,1,0
137.7,66,71,52,199,1,0
108.4,51,72,86,528,1,0
113.4,55,84,6,864,1,0
109.4,21,75,8,61,1,0
131.7,12,136,55,194,1,0
127.5,134,89,1,758,1,0
130.4,73,3,80,327,1,0
145.3,41,108,0,715,1,0
100.4,89,120,53,77,1,0
96.6,142,21,26,2,1,0
54.6,4,60,40,907,1,0
109.5,38,6,65,513,1,0
55.8,60,68,34,861,1,0
127.3,144,8,42,735,1,0
79.7,25,31,71,731,1,0
103.6,53,148,51,852,1,0
133.7,60,81,31,865,1,0
54.1,108,104,55,922,1,0
120.0,16,40,81,128,1,0
