Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
59.7,12,0,4,131,1,1
87.6,145,51,83,536,1,1
63.1,85,20,63,637,1,1
76.3,121,126,39,96,1,1
107.7,147,8,41,515,1,1
120.2,128,123,84,167,1,1
120.9,11,120,5,368,1,1
66.8,118,42,65,506,1,1
97.7,38,128,76,885,1,1
51.1,80,121,49,225,1,1
85.6,7,5,54,408,1,1
133.3,59,0,58,200,1,1
146.9,28,116,42,871,1,1
123.7,123,143,81,795,1,1
117.3,6,131,1,994,1,1
134.2,112,102,76,293,1,1
137.1,142,94,0,312,1,1
100.5,136,41,81,526,1,1
52.4,49,121,82,727,1,1
100.0,54,3,68,767,1,1
84.2,141,139,25,932,1,1
109.2,32,131,36,876,1,1
129.7,101,139,87,843,1,1
147.2,97,139,77,123,1,1
119.5,15,36,97,729,1,1
119.0,121,58,91,884,1,1
115.9,49,32,52,752,1,1
123.2,3,99,60,14,1,1
83.6,96,91,39,619,1,1
116.5,83,81,94,816,1,1
86.7,85,85,61,318,1,1
53.9,144,86,34,491,1,1
69.6,15,39,45,810,1,1
111.3,29,50,70,471,1,1
103.7,54,117,29,197,1,1
131.5,42,147,47,281,1,1
86.9,35,93,82,508,1,1
133.6,26,64,93,799,1,1
95.2,5,121,87,271,1,1
94.9,70,17,69,152,1,1
91.2,87,81,51,452,1,1
119.3,138,58,67,850,1,1
103.1,58,69,24,43,1,1
84.1,120,136,47,1,1,1
117.0,130,59,4,99,1,1
101.0,78,21,84,283,1,1
89.4,133,91,4,822,1,1
138.3,90,89,51,963,1,1
146.8,89,106,46,439,1,1
127.1,47,133,4,198,1,1
105.3,46,99,9,102,1,1
145.9,65,86,19,608,1,1
82.2,1,21,66,55,1,1
89.6,60,21,92,955,1,1
147.7,137,62,35,575,1,1
96.1,10,83,33,684,1,1
123.8,44,27,53,542,1,1
142.5,24,41,4,834,1,1
88.6,79,93,98,225,1,1
57.2,115,23,11,753,1,1
98.46,80,81,100,749,0,1
98.37,80,82,100,797,0,1
98.44,80,80,99,786,0,1
98.41,81,82,97,740,0,1
98.42,80,81,97,718,0,1
98.36,81,80,95,746,0,1
98.41,80,80,96,786,0,1
98.6,80,82,95,807,0,1
98.62,80,81,96,766,0,1
98.54,80,78,96,786,0,1
98.52,80,80,98,900,0,1
98.38,80,82,98,735,0,1
98.48,82,80,96,784,0,1
98.56,80,80,98,809,0,1
98.73,82,84,98,798,0,1
98.72,82,81,99,834,0,1
98.51,80,80,100,773,0,1
98.27,81,81,99,775,0,1
98.22,80,78,99,800,0,1
98.29,83,81,100,797,0,1
98.15,84,82,100,803,0,1
98.34,86,86,100,751,0,1
98.11,84,84,100,793,0,1
98.23,84,85,99,808,0,1
98.17,85,86,98,821,0,1
98.16,86,84,97,743,0,1
98.11,86,87,98,785,0,1
98.34,88,90,97,795,0,1
98.45,91,91,96,771,0,1
98.47,90,91,95,768,0,1
98.37,91,91,95,764,0,1
98.59,92,91,95,743,0,1
98.77,90,91,95,758,0,1
98.52,90,88,95,762,0,1
98.44,90,88,95,756,0,1
98.66,88,89,96,765,0,1
98.65,89,87,95,721,0,1
98.43,87,87,95,740,0,1
98.41,87,89,95,743,0,1
