Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
115.9,96,30,53,555,1,1
142.7,40,67,94,671,1,1
109.9,146,33,40,686,1,1
65.5,149,8,56,419,1,1
102.2,130,96,7,689,1,1
129.7,61,107,63,173,1,1
63.0,148,78,3,44,1,1
69.1,125,46,32,855,1,1
57.4,21,47,10,704,1,1
80.9,7,142,83,204,1,1
108.7,141,70,39,768,1,1
124.4,3,131,74,52,1,1
125.4,98,115,37,497,1,1
56.0,130,142,18,48,1,1
117.9,8,105,83,263,1,1
130.3,11,38,40,713,1,1
132.9,124,35,36,400,1,1
116.5,38,22,12,572,1,1
106.1,101,108,36,139,1,1
74.2,43,121,94,43,1,1
111.5,44,84,53,304,1,1
115.6,144,4,78,898,1,1
76.5,126,47,79,257,1,1
56.2,147,39,18,21,1,1
101.1,49,4,24,621,1,1
126.7,24,7,99,248,1,1
138.9,75,82,43,946,1,1
73.2,64,0,0,708,1,1
137.9,55,59,96,638,1,1
129.5,33,28,87,922,1,1
65.3,108,129,52,504,1,1
133.0,27,21,45,214,1,1
145.7,86,120,62,635,1,1
117.2,106,46,85,23,1,1
52.9,42,58,89,354,1,1
99.1,142,51,49,225,1,1
73.3,76,46,87,688,1,1
96.1,120,52,40,338,1,1
134.7,47,121,43,640,1,1
77.3,137,149,27,564,1,1
127.4,99,24,10,293,1,1
107.1,141,95,38,454,1,1
80.7,124,28,62,160,1,1
135.6,79,84,27,146,1,1
91.0,19,107,18,933,1,1
141.1,83,40,11,471,1,1
70.8,132,119,12,495,1,1
113.5,32,98,46,922,1,1
134.3,43,142,21,53,1,1
116.1,134,143,62,81,1,1
117.6,110,91,50,38,1,1
129.5,34,28,61,382,1,1
134.4,24,100,68,913,1,1
120.9,7,101,28,146,1,1
88.7,9,138,32,368,1,1
137.4,77,137,65,166,1,1
64.9,1,144,46,316,1,1
123.6,131,142,78,206,1,1
114.7,144,40,80,305,1,1
73.1,65,56,79,243,1,1
100.42,84,84,99,742,0,1
100.43,86,86,99,791,0,1
100.23,85,84,99,770,0,1
100.38,85,84,98,784,0,1
100.29,84,84,99,740,0,1
100.24,86,85,99,741,0,1
100.28,87,88,100,784,0,1
100.42,85,86,100,762,0,1
100.51,86,87,100,739,0,1
100.55,86,86,100,788,0,1
100.79,86,86,100,900,0,1
101.0,86,85,100,732,0,1
100.81,86,87,100,763,0,1
100.83,86,85,100,761,0,1
100.71,85,86,99,779,0,1
100.46,83,82,99,761,0,1
100.33,82,83,98,810,0,1
100.38,80,81,98,780,0,1
100.21,80,79,98,769,0,1
100.36,80,81,99,818,0,1
100.12,81,80,99,816,0,1
100.12,80,79,99,778,0,1
100.16,80,81,99,795,0,1
100.2,81,81,99,789,0,1
100.13,80,79,100,811,0,1
100.01,80,80,100,780,0,1
99.95,80,81,100,800,0,1
99.93,81,80,100,793,0,1
99.87,81,81,99,783,0,1
99.78,82,83,100,809,0,1
99.82,80,80,100,744,0,1
99.91,80,80,99,755,0,1
99.98,80,79,98,749,0,1
99.84,80,81,99,778,0,1
99.78,80,81,99,759,0,1
99.86,81,82,100,750,0,1
99.75,80,80,100,781,0,1
99.75,80,79,100,749,0,1
99.66,80,79,100,741,0,1
99.47,80,80,99,689,0,1
99.28,80,80,98,699,0,1
99.35,80,79,99,742,0,1
99.44,80,80,99,764,0,1
99.51,81,81,100,747,0,1
99.35,80,79,99,788,0,1
99.16,81,81,99,741,0,1
99.0,80,81,98,712,0,1
99.0,82,83,98,750,0,1
99.04,81,82,99,771,0,1
99.0,83,84,99,746,0,1
99.22,82,83,100,783,0,1
99.0,82,81,100,738,0,1
99.0,83,84,100,694,0,1
99.04,84,85,100,900,0,1
99.13,82,81,100,665,0,1
99.04,83,83,100,724,0,1
99.03,85,86,100,755,0,1
99.0,86,87,99,753,0,1
99.0,87,88,99,775,0,1
99.0,89,89,99,761,0,1
99.05,87,87,98,712,0,1
99.11,87,88,99,781,0,1
99.17,87,87,100,758,0,1
99.39,87,86,100,744,0,1
99.32,89,89,99,758,0,1
99.32,89,89,100,763,0,1
99.57,88,89,100,712,0,1
99.33,88,87,100,758,0,1
99.2,87,87,100,736,0,1
99.36,89,88,100,748,0,1
99.42,89,89,99,718,0,1
99.24,89,88,98,685,0,1
99.07,91,91,98,760,0,1
99.0,89,89,97,708,0,1
99.13,89,90,98,702,0,1
99.32,87,86,97,690,0,1
99.09,85,85,97,716,0,1
99.34,85,86,96,733,0,1
99.35,84,83,96,670,0,1
99.54,83,84,97,692,0,1
99.45,83,82,96,709,0,1
99.45,81,81,97,724,0,1
99.28,83,82,96,722,0,1
99.14,84,85,97,739,0,1
99.01,85,86,97,750,0,1
99.25,86,86,96,731,0,1
99.17,88,89,97,728,0,1
99.24,89,88,98,715,0,1
99.43,88,88,98,772,0,1
99.38,88,87,98,710,0,1
99.34,89,88,99,738,0,1
99.34,89,88,99,742,0,1
99.44,88,87,98,721,0,1
99.35,86,86,98,760,0,1
99.19,86,85,98,738,0,1
99.29,86,86,97,682,0,1
99.1,86,86,97,900,0,1
99.11,87,87,96,640,0,1
99.22,85,84,95,713,0,1
99.37,84,85,96,763,0,1
99.46,85,85,95,774,0,1
99.23,84,85,96,702,0,1
99.0,84,83,97,752,0,1
99.08,82,81,96,757,0,1
99.0,84,84,97,806,0,1
99.15,82,83,96,793,0,1
99.3,81,80,97,817,0,1
99.33,80,81,97,764,0,1
99.33,80,80,96,765,0,1
99.33,80,80,96,775,0,1
99.49,81,81,97,798,0,1
99.71,82,81,96,835,0,1
99.96,83,84,97,779,0,1
100.05,81,80,98,771,0,1
100.0,81,81,98,805,0,1
99.93,81,81,99,790,0,1
100.11,80,80,98,783,0,1
99.97,81,81,98,718,0,1
99.95,80,79,98,783,0,1
100.02,81,82,97,773,0,1
100.12,81,82,97,817,0,1
100.0,80,80,98,799,0,1
99.97,80,81,98,820,0,1
99.94,81,80,98,772,0,1
99.75,80,79,98,782,0,1
99.83,80,80,97,796,0,1
99.9,80,80,97,782,0,1
99.94,81,80,97,773,0,1
99.7,80,80,97,755,0,1
99.82,80,80,98,793,0,1
100.06,81,81,97,758,0,1
100.26,81,80,98,781,0,1
100.47,80,81,97,740,0,1
100.56,80,80,97,750,0,1
100.72,80,80,97,708,0,1
100.62,80,81,98,752,0,1
100.68,81,80,97,757,0,1
100.8,82,83,98,900,0,1
100.73,82,82,97,703,0,1
100.82,83,83,98,734,0,1
100.65,84,84,98,770,0,1
100.41,85,86,98,727,0,1
