Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
121.7,38,113,14,27,1,1
147.1,146,112,91,651,1,1
101.9,101,27,19,147,1,1
55.5,127,49,51,602,1,1
116.7,129,48,45,608,1,1
145.3,96,83,44,702,1,1
93.0,110,36,50,978,1,1
114.3,23,96,9,947,1,1
144.1,113,1,7,908,1,1
107.1,94,64,38,273,1,1
74.6,37,44,98,943,1,1
119.5,37,35,53,649,1,1
64.3,92,147,31,444,1,1
111.1,60,149,22,833,1,1
108.7,77,95,61,977,1,1
140.4,4,121,92,168,1,1
83.9,63,147,5,520,1,1
105.2,141,143,57,943,1,1
111.5,119,34,69,803,1,1
67.7,13,42,18,874,1,1
87.0,87,94,98,200,1,1
141.7,104,14,11,73,1,1
96.0,83,117,22,7,1,1
75.8,141,89,28,916,1,1
69.2,6,79,56,455,1,1
97.4,110,94,42,239,1,1
66.5,23,9,44,633,1,1
75.0,138,32,20,171,1,1
109.9,59,80,6,109,1,1
109.5,139,57,33,905,1,1
113.4,116,114,18,824,1,1
139.9,74,17,2,490,1,1
118.9,94,44,82,752,1,1
138.7,56,55,31,449,1,1
102.4,39,131,6,912,1,1
50.5,110,113,33,403,1,1
66.4,80,52,60,67,1,1
107.1,57,103,98,879,1,1
123.9,80,7,67,358,1,1
80.5,81,1,82,216,1,1
120.9,102,31,93,192,1,1
111.0,117,51,72,83,1,1
115.1,105,58,71,906,1,1
115.1,1,139,26,730,1,1
145.1,132,83,11,175,1,1
98.3,119,83,36,970,1,1
83.6,50,9,46,542,1,1
141.0,2,21,10,634,1,1
54.0,94,52,83,414,1,1
61.4,104,72,23,137,1,1
123.0,116,80,1,49,1,1
77.0,3,111,38,740,1,1
90.4,19,141,82,625,1,1
89.2,23,69,43,990,1,1
138.0,136,22,11,874,1,1
64.1,133,30,1,688,1,1
100.8,51,114,74,9,1,1
68.5,62,148,16,347,1,1
146.7,38,107,80,166,1,1
102.5,124,27,4,114,1,1
100.1,81,79,97,535,0,1
100.28,80,81,97,570,0,1
100.37,81,79,95,578,0,1
100.17,84,86,96,562,0,1
100.38,82,82,98,586,0,1
100.31,80,81,99,597,0,1
100.5,83,83,100,566,0,1
100.65,82,83,98,589,0,1
100.57,82,82,99,635,0,1
100.69,80,78,99,586,0,1
100.62,80,81,99,700,0,1
100.7,80,79,99,526,0,1
100.78,80,80,100,542,0,1
100.56,80,78,100,584,0,1
100.72,82,83,98,583,0,1
100.7,84,83,98,589,0,1
100.88,87,89,99,585,0,1
100.86,85,85,100,590,0,1
100.78,87,87,98,568,0,1
100.64,90,89,98,594,0,1
100.5,92,92,99,586,0,1
100.26,92,93,100,561,0,1
100.38,95,95,100,615,0,1
100.52,97,95,100,582,0,1
100.71,97,98,98,560,0,1
100.48,100,99,98,576,0,1
100.25,97,98,99,594,0,1
100.03,99,100,98,545,0,1
100.09,96,95,100,577,0,1
100.23,93,92,98,603,0,1
100.19,90,92,99,552,0,1
100.24,92,90,100,590,0,1
100.09,91,92,98,559,0,1
100.03,88,88,99,566,0,1
99.9,87,85,98,573,0,1
99.88,88,89,98,557,0,1
99.85,88,86,98,584,0,1
100.01,87,87,99,578,0,1
100.04,85,83,98,529,0,1
99.83,86,84,100,530,0,1
99.68,84,83,100,541,0,1
99.85,84,83,100,602,0,1
99.64,85,86,100,569,0,1
99.57,85,85,98,593,0,1
99.74,85,86,99,560,0,1
99.55,83,81,99,511,0,1
99.52,82,83,99,585,0,1
99.33,82,84,97,531,0,1
99.42,81,83,99,558,0,1
99.6,80,78,97,568,0,1
99.8,81,79,97,551,0,1
99.62,80,81,96,521,0,1
99.42,80,78,98,560,0,1
99.18,80,81,98,700,0,1
99.35,80,78,100,513,0,1
99.39,82,81,98,555,0,1
99.61,85,84,98,554,0,1
99.76,86,86,97,523,0,1
99.93,83,85,96,581,0,1
99.76,82,83,97,608,0,1
99.97,84,85,98,518,0,1
100.09,86,87,99,559,0,1
100.06,84,83,97,529,0,1
100.29,81,82,96,527,0,1
100.48,82,82,95,579,0,1
100.29,81,82,97,511,0,1
100.12,84,83,96,543,0,1
100.06,84,83,98,535,0,1
100.23,81,81,99,552,0,1
100.16,81,79,100,563,0,1
100.06,80,79,98,569,0,1
99.88,80,81,97,562,0,1
99.71,80,79,95,550,0,1
99.56,80,81,95,509,0,1
99.65,80,82,95,457,0,1
99.75,80,79,95,552,0,1
99.53,80,78,95,521,0,1
99.47,82,80,96,480,0,1
99.45,84,85,96,516,0,1
99.63,82,83,95,521,0,1
99.83,84,86,95,513,0,1
99.98,82,84,95,511,0,1
100.17,85,85,97,491,0,1
100.01,86,86,98,505,0,1
