Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
79.3,72,142,61,770,1,0
146.7,12,18,92,534,1,0
83.5,129,57,60,208,1,0
127.5,105,147,90,306,1,0
125.3,97,1,43,660,1,0
89.3,61,2,38,837,1,0
112.1,49,114,67,50,1,0
130.0,136,41,18,123,1,0
92.1,100,94,79,700,1,0
98.6,7,102,38,385,1,0
95.0,127,67,72,632,1,0
77.4,111,96,64,862,1,0
131.5,81,21,95,405,1,0
137.1,121,90,54,512,1,0
111.3,28,87,44,845,1,0
136.0,144,130,75,195,1,0
84.4,69,112,16,704,1,0
61.0,40,56,78,572,1,0
65.6,112,111,28,533,1,0
141.4,92,15,18,468,1,0
98.8,31,75,18,932,1,0
51.8,83,139,53,482,1,0
142.1,121,92,43,652,1,0
71.2,25,56,22,946,1,0
99.4,43,56,95,816,1,0
72.7,122,136,81,19,1,0
138.3,12,56,14,959,1,0
111.0,124,142,38,66,1,0
148.1,18,75,23,16,1,0
56.7,29,138,28,597,1,0
102.9,41,46,2,107,1,0
143.9,98,113,70,297,1,0
55.7,53,41,62,9,1,0
80.6,115,39,74,659,1,0
129.5,89,103,35,821,1,0
145.5,123,55,45,85,1,0
72.9,109,102,36,856,1,0
147.2,44,105,70,165,1,0
137.2,15,45,87,140,1,0
126.1,71,103,36,241,1,0
127.9,0,55,74,431,1,0
67.5,137,144,95,775,1,0
114.8,72,137,20,370,1,0
126.6,47,31,83,279,1,0
61.3,126,19,20,462,1,0
56.3,141,66,56,166,1,0
68.0,138,133,34,36,1,0
149.8,135,55,94,151,1,0
82.8,15,103,38,899,1,0
110.4,90,99,78,332,1,0
75.5,141,24,5,251,1,0
50.9,63,55,11,510,1,0
128.7,43,86,11,184,1,0
64.6,134,51,12,178,1,0
128.3,101,19,91,473,1,0
143.7,118,4,73,518,1,0
119.4,53,132,69,51,1,0
74.5,114,62,39,989,1,0
81.7,68,136,4,541,1,0
140.8,23,72,31,118,1,0
98.01,62,63,99,575,0,0
97.79,62,62,99,556,0,0
98.03,60,61,99,577,0,0
98.27,60,60,99,566,0,0
98.08,61,60,99,596,0,0
98.15,61,62,99,557,0,0
98.31,63,64,99,554,0,0
98.55,62,61,98,584,0,0
98.54,61,61,97,574,0,0
98.43,61,60,98,552,0,0
98.64,62,62,99,700,0,0
98.66,63,62,98,494,0,0
98.6,62,63,98,576,0,0
98.42,62,63,97,616,0,0
98.42,60,61,97,578,0,0
98.58,62,61,97,620,0,0
98.6,62,61,98,562,0,0
98.76,64,65,98,550,0,0
98.73,65,64,98,601,0,0
98.71,64,63,99,574,0,0
98.59,62,62,100,577,0,0
98.4,64,65,100,551,0,0
98.62,65,66,100,625,0,0
98.75,63,62,100,563,0,0
98.98,61,60,99,589,0,0
98.96,60,59,98,584,0,0
99.0,60,61,98,600,0,0
98.76,60,59,98,581,0,0
98.95,60,59,98,557,0,0
98.83,60,60,99,577,0,0
98.71,61,62,99,554,0,0
98.83,60,59,98,653,0,0
99.0,60,61,99,587,0,0
99.0,60,60,98,589,0,0
99.0,60,61,98,557,0,0
98.78,60,59,98,566,0,0
98.76,60,61,98,551,0,0
98.99,60,59,97,528,0,0
98.75,60,60,97,533,0,0
98.62,62,61,96,591,0,0
98.72,61,60,96,598,0,0
98.9,63,63,95,539,0,0
98.69,64,63,95,574,0,0
98.69,64,63,96,544,0,0
98.82,66,66,96,550,0,0
98.62,64,65,96,531,0,0
98.5,63,64,96,571,0,0
98.7,64,64,96,517,0,0
98.77,62,61,95,562,0,0
98.89,62,62,95,700,0,0
99.0,60,60,95,476,0,0
98.99,60,59,95,530,0,0
99.0,60,61,95,524,0,0
98.82,60,59,95,569,0,0
99.0,60,61,95,559,0,0
99.0,60,59,95,560,0,0
98.78,61,62,95,544,0,0
98.86,60,61,96,540,0,0
99.0,60,60,96,564,0,0
98.95,60,60,97,555,0,0
99.0,60,59,96,511,0,0
98.81,61,62,96,599,0,0
98.75,60,59,96,518,0,0
98.86,60,61,96,519,0,0
99.0,61,60,97,562,0,0
98.78,61,60,97,579,0,0
98.74,62,62,97,562,0,0
98.65,62,61,97,552,0,0
98.46,63,64,97,544,0,0
98.49,61,61,97,520,0,0
98.41,60,60,98,545,0,0
98.28,60,60,98,524,0,0
