Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
52.0,105,23,6,899,1,0
147.9,125,11,51,984,1,0
59.7,86,147,19,513,1,0
130.6,138,134,12,514,1,0
140.9,135,32,9,73,1,0
51.5,40,6,46,320,1,0
93.8,118,45,65,128,1,0
119.7,110,89,7,732,1,0
53.7,53,119,16,277,1,0
107.6,26,2,74,461,1,0
128.3,67,9,53,27,1,0
148.9,22,89,82,341,1,0
107.7,45,86,8,261,1,0
141.8,91,86,55,35,1,0
124.5,40,48,81,984,1,0
85.2,71,121,1,468,1,0
149.4,56,113,84,651,1,0
144.0,77,24,47,601,1,0
53.4,95,21,24,63,1,0
131.5,68,47,76,907,1,0
107.5,25,109,2,559,1,0
75.5,22,39,93,110,1,0
123.7,13,90,46,155,1,0
85.1,145,14,68,480,1,0
91.8,44,63,52,325,1,0
98.6,95,99,25,928,1,0
148.8,59,60,20,107,1,0
111.0,124,142,46,967,1,0
118.0,133,70,44,277,1,0
87.0,117,49,12,240,1,0
115.9,90,70,63,529,1,0
148.0,137,55,50,466,1,0
148.7,132,103,40,219,1,0
100.6,32,45,36,693,1,0
140.0,67,103,38,835,1,0
55.2,120,74,8,614,1,0
110.2,132,72,5,283,1,0
129.0,5,0,46,235,1,0
144.2,97,58,96,470,1,0
56.2,5,22,62,917,1,0
78.7,33,82,80,916,1,0
108.7,16,79,38,658,1,0
117.4,36,4,62,408,1,0
149.6,111,107,41,163,1,0
79.3,130,83,85,812,1,0
60.3,148,75,75,562,1,0
81.7,94,55,45,350,1,0
80.3,19,11,71,642,1,0
118.3,48,74,42,862,1,0
55.9,0,76,98,818,1,0
93.3,117,127,71,740,1,0
137.0,19,26,93,259,1,0
63.3,45,60,85,51,1,0
123.2,63,23,63,30,1,0
72.4,137,17,40,844,1,0
130.4,89,25,45,49,1,0
123.0,145,8,6,28,1,0
72.0,22,86,28,310,1,0
61.5,92,59,52,105,1,0
83.2,33,94,28,65,1,0
97.87,64,65,98,542,0,0
97.76,64,65,98,548,0,0
97.92,65,65,97,539,0,0
98.06,66,66,98,606,0,0
98.21,66,67,97,536,0,0
98.19,68,67,97,547,0,0
98.2,68,68,98,559,0,0
97.98,69,68,97,541,0,0
97.93,70,71,97,582,0,0
97.71,69,68,97,580,0,0
97.93,70,70,98,700,0,0
98.18,72,72,98,540,0,0
97.98,71,71,98,535,0,0
97.88,73,72,99,558,0,0
97.94,72,73,99,585,0,0
97.98,73,74,99,561,0,0
98.02,73,74,100,572,0,0
97.93,71,70,100,613,0,0
97.98,70,70,99,571,0,0
97.77,69,70,99,558,0,0
97.84,67,68,99,596,0,0
97.73,68,68,100,629,0,0
97.88,69,69,100,623,0,0
97.8,69,69,100,600,0,0
97.94,69,68,99,566,0,0
98.02,69,69,99,557,0,0
97.92,67,67,100,595,0,0
97.81,66,66,99,577,0,0
97.56,65,64,99,571,0,0
97.66,64,63,100,598,0,0
97.63,65,65,99,565,0,0
97.53,63,64,99,579,0,0
97.68,64,63,99,548,0,0
97.75,63,64,98,601,0,0
98.0,61,61,98,569,0,0
98.07,61,62,98,556,0,0
97.85,62,63,98,575,0,0
98.06,62,62,98,547,0,0
98.29,60,60,99,558,0,0
98.15,60,61,98,562,0,0
98.05,61,60,99,557,0,0
98.15,63,63,98,559,0,0
98.25,63,64,98,517,0,0
98.12,61,60,99,520,0,0
98.2,60,60,98,554,0,0
98.26,60,59,99,700,0,0
98.21,61,61,98,502,0,0
98.09,60,61,98,560,0,0
98.28,60,60,99,539,0,0
98.51,60,61,100,562,0,0
98.4,60,61,99,565,0,0
98.2,60,60,100,528,0,0
97.99,60,61,100,545,0,0
98.07,60,60,100,550,0,0
97.99,60,60,99,568,0,0
97.99,61,62,98,500,0,0
97.97,61,60,98,549,0,0
98.04,60,59,97,546,0,0
98.01,60,60,97,519,0,0
98.24,62,61,97,604,0,0
98.06,63,64,96,536,0,0
98.16,63,64,95,587,0,0
98.13,64,63,95,528,0,0
98.32,63,62,96,558,0,0
98.52,65,65,95,532,0,0
98.58,66,65,96,544,0,0
98.63,65,65,96,567,0,0
98.47,66,67,95,556,0,0
98.33,66,66,95,517,0,0
98.28,66,65,95,547,0,0
98.06,65,65,95,517,0,0
98.29,66,66,95,533,0,0
98.25,66,66,95,488,0,0
98.24,65,64,95,494,0,0
98.02,66,65,95,501,0,0
97.79,65,66,95,503,0,0
97.67,67,67,95,565,0,0
97.8,68,68,95,531,0,0
97.99,69,68,95,489,0,0
97.9,70,69,95,507,0,0
97.87,70,71,95,480,0,0
98.1,69,69,95,500,0,0
97.94,69,68,95,504,0,0
97.74,67,66,95,700,0,0
97.81,68,69,96,441,0,0
97.65,67,66,96,505,0,0
97.53,68,69,97,519,0,0
97.71,69,70,98,500,0,0
97.56,68,67,98,484,0,0
97.5,69,68,98,508,0,0
97.34,68,67,98,543,0,0
97.32,69,69,98,501,0,0
97.55,68,68,97,539,0,0
97.41,67,66,97,502,0,0
97.64,68,68,98,510,0,0
97.8,68,67,98,554,0,0
98.04,70,71,99,536,0,0
97.95,71,71,100,547,0,0
97.96,70,69,100,510,0,0
97.82,72,72,99,525,0,0
97.59,71,71,100,539,0,0
97.69,71,71,100,569,0,0
97.72,71,71,100,561,0,0
97.65,69,68,100,570,0,0
97.76,69,68,100,558,0,0
97.54,68,67,100,571,0,0
97.39,67,66,100,561,0,0
97.6,65,65,99,583,0,0
97.58,66,67,98,575,0,0
97.6,66,65,98,573,0,0
